품종,지역,측정 날짜,평균 당도,씨앗,산도,당산비,과일 갯수,평균 너비,장폭비,무게,평균 무게,색상,질감,껍질 두께,평균 씨앗 수,내부색상,내부색상,,과즙 무게,과즙 비율,평균길이,길이,너비,줄리안 날짜,대목,수령,당도1,당도2,산도1,산도2,평균 산도 측정
Early St Ann,Riverside,2017-09-25,8.45,,0.49,17.27,10,5.9,0.91,906.6,90.66,5,3,32,0,10 MED OR,3,,335.8,37.04,5.35,53.5,59,268,CZO,2,8.5,8.4,2.03,2.02,2.02
Early St Ann,Riverside,2017-09-25,7.2,,0.48,15.07,10,6.58,0.91,1257.8,125.78,4,3,37,0,10 MED OR,3,,428.2,34.04,6,60,65.8,268,C54,2,7.2,7.2,1.96,1.97,1.97
Early St Ann,Riverside,2016-09-26,7.2,,0.53,13.64,10,7.02,0.87,1440,144,5,4.9,37,0,10 LT OR,2,,487.8,33.88,6.12,61.2,70.2,270,CZO,1,7.2,7.2,2.14,2.2,2.17
Early St Ann,Riverside,2016-09-26,7.7,,0.5,15.25,10,6.66,0.86,1173.8,117.38,4.9,5.2,34,0,10 LT OR,2,,309.4,26.36,5.73,57.3,66.6,270,C54,1,7.7,7.7,2.12,2.04,2.08
Early St Ann,Riverside,2018-10-15,8.2,,0.64,12.8,10,6.74,0.93,1376.4,137.64,4.3,3.2,47,0.1,10 LT OR,2,,510.6,37.1,6.25,62.5,67.4,288,C54,3,8.2,8.2,2.62,2.67,2.64
Early St Ann,Riverside,2017-10-16,8.1,,0.43,18.7,10,6.18,0.89,916,91.6,6,4.9,35,0,10 MED OR,3,,225.4,24.61,5.53,55.3,61.8,289,CZO,2,8.1,8.1,1.78,1.79,1.79
Early St Ann,Riverside,2017-10-16,7,,0.4,17.51,10,7.18,0.9,1461.8,146.18,4.3,7.1,35,0,10 MED OR,3,,219.4,15.01,6.47,64.7,71.8,289,C54,2,7,7,1.65,1.64,1.64
Early St Ann,Riverside,2018-11-05,11.45,,0.82,14,10,6.36,0.91,1107.6,110.76,4.3,3.2,33,0.1,10 MED OR,3,,352.6,31.83,5.78,57.8,63.6,309,C54,3,11.5,11.4,3.4,3.44,3.42
Early St Ann,Riverside,2017-11-06,7.95,,0.44,17.88,10,6.56,0.86,835.8,83.58,6.8,3.5,58,0,10 LT OR,2,,57.2,6.84,5.63,56.3,65.6,310,CZO,2,7.9,8,1.84,1.83,1.83
Early St Ann,Riverside,2017-11-06,6.8,,0.4,16.8,5,7.48,0.91,725.8,145.16,5,4,29,0,10 LT OR,2,,74,10.2,6.82,34.1,37.4,310,C54,2,6.8,6.8,1.67,1.65,1.66
Frost Owari,Lindcove,2013-09-24,9.25,,2.36,3.89,10,5.75,0.94,942.2,94.22,3,6,16,1.9,10 LT OR,2,,413.1,43.84,5.48,54.8,57.5,267,TROY,21,9.2,9.3,9.91,9.678,9.794
Frost Owari,Lindcove ,2013-09-24,8.85,,2.42,3.68,10,5.77,0.95,963.3,96.33,3,5,17,0.6,10 LT OR,2,,393.9,40.89,5.85,58.5,57.7,267,TROY,21,8.9,8.8,10.234,9.78,10.007
Frost Owari,Riverside ,2012-09-24,8.15,,1.54,5.33,10,4.9,0.89,541.6,54.16,3,5,13,5.5,10 MED OR,3,,234.3,43.26,4.35,43.5,49,268,C-35,29,8.2,8.1,6.33,6.36,6.35
Frost Owari,Riverside ,2012-09-24,7.3,,1.83,3.99,10,5.36,0.96,754.5,75.45,3,4,15,2,10 MED OR,3,,324.5,43.01,5.13,51.3,53.6,268,C-35,29,7.3,7.3,7.59,7.44,7.52
Frost Owari,Lindcove ,2012-09-24,9.35,,2.1,4.43,10,5.32,0.89,735.8,73.58,3.5,2.5,16,1,"6 MED OR, 4 LT OR",3,,380.3,51.69,4.74,47.4,53.2,268,TROY,20,9.3,9.4,8.75,8.68,8.72
Frost Owari,Lindcove ,2012-09-24,10.75,,2.17,4.97,10,5.16,0.88,652,65.2,3.5,3,18,1.7,10 LT OR,2,,307.3,47.13,4.55,45.5,51.6,268,TROY,20,10.8,10.7,9.07,9.04,9.06
Frost Owari,Riveside   ,2010-09-26,9.1,,2.32,3.93,10,4.25,1.21,708.2,70.82,3,3.5,37,2.5,"3 VLT OR, 7 GR OR",1,,284.8,40.21,5.13,51.3,42.5,269,CZO,27,9.1,9.1,9.53,9.66,9.6
Frost Owari,Riverside  ,2010-09-26,9.15,,1.98,4.6,10,5.13,0.95,647.4,64.74,3.3,3,33,4.5,"3 VLT OR, 7 LT OR",2,,250.3,38.66,4.85,48.5,51.3,269,C-35,27,9.1,9.2,8.22,8.19,8.2
Frost Owari,Lindcove ,2011-09-26,10.6,,2.2,4.82,10,5.06,0.95,628.7,62.87,3,3.5,22,2,10 LT OR,2,,260.3,41.4,4.83,48.3,50.6,269,TROY,19,10.6,10.6,9.1,9.21,9.16
Frost Owari,Lindcove ,2011-09-26,10.25,,2.5,4.12,10,5.14,0.99,644.2,64.42,3,4,35,0.2,10 LT OR,2,,283.2,43.96,5.08,50.8,51.4,269,TROY,19,10.3,10.2,10.5,10.31,10.41
Frost Owari,Riverside ,2013-09-26,8.9,,2.33,3.83,10,5.59,0.99,881.7,88.17,4,4,22,4.9,10 V LT OR,2,,346.1,39.25,5.56,55.6,55.9,269,C-35,30,8.9,8.9,9.78,9.482,9.631
Frost Owari,Riverside ,2013-09-26,9.85,,1.97,4.98,10,5.32,1.05,748.8,74.88,4,4,22,5.2,10 LT OR,2,,294.4,39.32,5.57,55.7,53.2,269,C-35,30,9.8,9.9,8.316,8.028,8.172
Frost Owari,Riverside  ,2011-09-28,10.5,,1.51,6.95,10,4.97,0.89,582.5,58.25,3.5,2.5,19,2.9,"5 OR, 5 LT OR",3,,274.9,47.19,4.42,44.2,49.7,271,C-35,28,10.5,10.5,6.37,6.21,6.29
Frost Owari,Lindcove ,2010-09-29,10.75,,2.36,4.53,10,4.51,0.89,442.8,44.28,3.9,2,24,0.7,"1 MED OR, 9 LT OR",2,,199.2,44.99,4.01,40.1,45.1,272,TROY,18,10.7,10.8,9.89,9.82,9.86
Frost Owari,Lindcove ,2010-09-29,10.6,,2.26,4.68,10,4.62,0.9,486.1,48.61,3.6,2.5,28,1,"3 MED OR, 5 LT OR, 2 VLT OR",2,,233.2,47.97,4.16,41.6,46.2,272,TROY,18,10.6,10.6,9.33,9.55,9.44
Frost Owari,Lindcove,2012-10-12,12.35,,1.84,6.67,10,5.98,0.88,750.5,75.05,3,4,22,0.8,10 MED OR,3,,429.6,57.24,5.26,52.6,59.8,286,TROY,20,12.3,12.4,7.6,7.87,7.74
Frost Owari,Lindcove ,2012-10-12,10.4,,1.79,5.82,10,5.98,0.85,788,78.8,3,4,14,3.2,10 MED OR,3,,424.2,53.83,5.11,51.1,59.8,286,TROY,20,10.4,10.4,7.37,7.51,7.44
Frost Owari,Riverside ,2012-10-15,9.2,,1.21,7.58,10,4.99,0.86,570.7,57.07,3.9,3,16,4.7,10 MED OR,3,,267.9,46.94,4.29,42.9,49.9,289,C-35,29,9.2,9.2,5.07,5,5.03
Frost Owari,Riverside ,2012-10-15,6.75,,1.14,5.86,10,5.14,0.94,667.5,66.75,3,3.8,15,2.5,10 MED OR,3,,296.1,44.36,4.81,48.1,51.4,289,C-35,29,6.7,6.8,4.69,4.68,4.69
Frost Owari,Riverside ,2013-10-14,9.65,,1.7,5.66,10,6,0.97,1042.6,104.26,3,4,18,2.4,"3 MED OR, 7 LT OR",2,,463.5,44.46,5.83,58.3,60,287,C-35,30,9.6,9.7,6.968,7.11,7.039
Frost Owari,Riverside ,2013-10-14,10.15,,1.28,7.89,10,5.92,1.04,1014.3,101.43,3,4,22,5.1,"4 MED OR, 6 LT OR",2,,424.3,41.83,6.18,61.8,59.2,287,C-35,30,10.1,10.2,5.358,5.288,5.323
Frost Owari,Riverside ,2010-10-17,9.9,,1.23,8.03,10,5.3,0.88,648,64.8,3.4,2.5,33,5.5,10 MED OR,3,,314.4,48.52,4.69,46.9,53,290,CZO,27,9.9,9.9,5.2,5.05,5.13
Frost Owari,Riverside  ,2010-10-17,9.1,,1.86,4.9,10,5.32,1.09,879.2,87.92,3.3,3,31,2.2,"2 MED OR, 7 LT OR, 1 V LT OR",2,,432.8,49.23,5.8,58,53.2,290,C-35,27,9.1,9.1,7.63,7.76,7.7
Frost Owari,Lindcove,2011-10-17,10.2,,1.8,5.66,10,5.55,0.96,781.8,78.18,3.7,3.5,28,0.7,10 MED OR,3,,414.5,53.02,5.31,53.1,55.5,290,TROY,19,10.2,10.2,7.41,7.6,7.51
Frost Owari,Lindcove ,2011-10-17,11.65,,1.8,6.45,10,5.45,0.93,741.8,74.18,4.1,3,28,0.6,10 MED OR,3,,382.6,51.58,5.05,50.5,54.5,290,TROY,19,11.6,11.7,7.53,7.53,7.53
Frost Owari,Lindcove ,2010-10-17,12.1,,1.78,6.8,10,5.13,0.88,646.4,64.64,4.6,3.5,30,0.3,10 MED OR,3,,282.2,43.66,4.5,45,51.3,290,TROY,18,12.1,12.1,7.38,7.55,7.46
Frost Owari,Lindcove ,2010-10-17,11.25,,1.4,8.01,10,5.53,0.86,754.2,75.42,4.6,2,30,0.7,10 MED OR,3,,328.7,43.58,4.73,47.3,55.3,290,TROY,18,11.2,11.3,5.83,5.85,5.84
Frost Owari,Lindcove ,2013-10-18,9.55,,1.63,5.89,10,6.25,0.94,1115.5,111.55,4,4,20,0.7,10 MED OR,3,,478.6,42.9,5.9,59,62.5,291,TROY,21,9.6,9.5,6.88,6.642,6.761
Frost Owari,Lindcove ,2013-10-18,9.15,,1.71,5.31,10,6.32,0.91,1156.7,115.67,4,4,19,0.8,10 MED OR,3,,519.9,44.95,5.77,57.7,63.2,291,TROY,21,9.1,9.2,6.882,7.312,7.097
Frost Owari,Riverside  ,2011-10-19,9.35,,0.98,9.59,10,5.45,0.85,725.5,72.55,5,2,14,3.1,10 MED OR,3,,369.1,50.88,4.64,46.4,54.5,292,C-35,28,9.4,9.3,4.06,4.07,4.07
Frost Owari,Riverside ,2012-11-05,8.7,,0.97,8.99,10,5.36,0.81,649.4,64.94,5,3,13,7.2,10 MED OR,3,,262.1,40.36,4.36,43.6,53.6,310,C-35,29,8.7,8.7,4.08,3.93,4
Frost Owari,Riverside ,2012-11-05,8.5,,0.93,9.11,10,5.51,0.88,754.3,75.43,3.1,3.3,13,3.4,10 MED OR,3,,319.2,42.32,4.84,48.4,55.1,310,C-35,29,8.5,8.5,3.9,3.81,3.86
Frost Owari,Lindcove ,2012-11-05,8.85,,1.24,7.17,10,6.42,0.88,1147.7,114.77,5.2,4.8,20,2.7,10 MED OR,3,,500.4,43.6,5.63,56.3,64.2,310,TROY,20,8.9,8.8,5.05,5.23,5.14
Frost Owari,Lindcove ,2012-11-05,9.45,,1.39,6.76,10,5.88,0.86,905.3,90.53,6.3,4,18,1.8,10 MED OR,3,,405.8,44.82,5.06,50.6,58.8,310,TROY,20,9.4,9.5,5.74,5.8,5.77
Frost Owari,Riverside ,2010-11-07,10.5,,0.91,11.59,10,5.32,0.87,655.3,65.53,6,3,34,3.7,10 MED OR,3,,303.9,46.38,4.64,46.4,53.2,311,CZO,27,10.5,10.5,3.77,3.78,3.78
Frost Owari,Riverside  ,2010-11-07,10.15,,1.07,9.42,10,6.04,0.89,975.9,97.59,4.3,3,34,1.8,10 MED OR,3,,401.3,41.12,5.38,53.8,60.4,311,C-35,27,10.1,10.2,4.44,4.48,4.46
Frost Owari,Riverside ,2011-11-07,11.7,,1.14,10.24,10,5.38,0.83,660.6,66.06,4.7,2.5,29,1.9,10 MED OR,3,,317.4,48.05,4.46,44.6,53.8,311,C-35,28,11.7,11.7,4.75,4.81,4.78
Frost Owari,Lindcove ,2010-11-07,14.2,,1.47,9.68,10,5.43,0.87,714.4,71.44,6.3,2.5,30,0.2,10 MED OR,3,,366.6,51.32,4.71,47.1,54.3,311,TROY,18,14.2,14.2,6.24,6.18,6.21
Frost Owari,Lindcvoe ,2010-11-07,13.55,,1.31,10.37,10,5.58,0.85,739,73.9,5.4,2.5,35,0.9,10 MED OR,3,,349.7,47.32,4.72,47.2,55.8,311,TROY,18,13.6,13.5,5.51,5.56,5.53
Frost Owari,Lindcove ,2011-11-10,13.75,,1.76,7.76,10,5.42,0.93,732.6,73.26,5.2,3,23,0.6,10 MED OR,3,,317.5,43.34,5.05,50.5,54.2,314,TROY,19,13.7,13.8,7.45,7.45,7.45
Frost Owari,Lindcove ,2011-11-10,11.9,,1.51,7.88,10,6.02,0.98,994.5,99.45,4.4,4,23,0.1,10 MED OR,3,,400.7,40.29,5.92,59.2,60.2,314,TROY,19,11.9,11.9,6.43,6.24,6.33
Frost Owari,Riverside ,2013-11-11,11.8,,0.93,12.71,10,5.76,0.94,867.1,86.71,11,3,21,6.2,10 MED OR,3,,305.3,35.21,5.43,54.3,57.6,315,C-35,30,11.8,11.8,3.724,4.054,3.889
Frost Owari,Lindcove ,2013-11-11,10.3,,1.21,8.51,10,6.4,0.91,1173,117.3,11,4,25,0.6,10 MED OR,3,,476.2,40.6,5.84,58.4,64,315,TROY,21,10.3,10.3,5.17,4.912,5.041
Frost Owari,Lindcove ,2013-11-11,10.95,,1.22,8.98,10,6.45,0.9,1182.1,118.21,11,4,21,0.4,10 MED OR,3,,488.9,41.36,5.81,58.1,64.5,315,TROY,21,11,10.9,5.076,5.15,5.113
OWARI,Riverside,2004-09-20,10.3,,1.8,5.76,10,4.95,0.98,594.9,59.49,3.5,2.5,31,7.4,BR. ORANGE,2,,257.3,43.25,4.84,48.4,49.5,264,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2004-09-20,9.8,,2.24,4.39,10,5.15,0.95,663.4,66.34,4,2.5,30,4.1,ORANGE,3,,300.4,45.28,4.91,49.1,51.5,264,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2009-09-25,9.45,,1.38,6.88,10,5.26,0.94,704.4,70.44,3.9,2,28,3.9,"9 MED OR, 1 GR OR",3,,336.8,47.81,4.92,49.2,52.6,268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2009-09-25,7.25,,0.96,7.6,10,5.05,0.92,616.3,61.63,3.6,1.5,35,3.2,10 MED OR,3,,230.2,37.35,4.66,46.6,50.5,268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1995-09-26,11.9,,1.25,9.5,10,4.2,0.82,344.3,34.43,3.5,1,22,1.1,LT. GRN.-OR.,1,,150.9,43.83,3.45,34.5,42,269,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2002-09-26,9.3,,2.13,4.38,6,4.18,0.96,236.3,39.38,3.7,2,15,1.67,GR.-LT. OR.,1,,91.9,38.89,4,24,25.1,269,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2002-09-26,10,,1.85,5.41,6,4.48,0.9,261,43.5,4,3,15,0.5,GR.-LT. OR.,1,,110.1,42.18,4.02,24.1,26.9,269,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1995-09-28,11.2,,2.27,4.94,10,5.13,0.88,678.82,67.88,4,2,16,0,LT. ORANGE,2,,400,58.93,4.5,45,51.3,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1995-09-28,10.9,,1.96,5.57,10,5.2,0.81,664.08,66.41,4,2,10,0,LT. ORANGE,2,,457,68.82,4.23,42.3,52,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1998-09-28,7.7,,2.24,3.43,10,5.58,0.94,832.6,83.26,3.5,3,37,0.5,MED. ORANGE,3,,349.6,41.99,5.22,52.2,55.8,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1998-09-28,7.9,,2.06,3.84,10,5.45,0.93,802.4,80.24,3.5,3,41,0.2,MED. ORANGE,3,,326.8,40.73,5.09,50.9,54.5,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2009-09-28,10.7,,1.64,6.53,10,5.98,0.93,994.4,99.44,3.5,4.5,40,1.1,"4 MED OR, 6 LT OR",2,,398.9,40.11,5.56,55.6,59.8,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2009-09-28,8.9,,1.81,4.92,10,5.61,0.94,855.7,85.57,3.2,3.5,37,0.4,"7 MED OR, 3 LT OR ",3,,363.1,42.43,5.27,52.7,56.1,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2000-09-27,10,,1.06,9.42,10,5.02,0.91,593.7,59.37,4.5,2,16,5.8,MED. ORANGE,3,,288.8,48.64,4.58,45.8,50.2,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2000-09-27,10,,1.32,7.56,10,5.36,0.93,700.5,70.05,3.5,23.5,41,3.9,LT.-MED. OR.,2,,297.9,42.53,5.01,50.1,53.6,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-09-28,8.4,,1.28,6.58,10,5.49,0.87,732.8,73.28,3.5,3,26,2.7,MED. ORANGE,3,,386.6,52.76,4.76,47.6,54.9,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-09-28,8.2,,1.65,4.93,10,4.85,0.89,534.3,53.43,3,2.5,27,1.7,LT. ORANGE,2,,249.1,46.62,4.3,43,48.5,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2000-09-28,8.6,,1.72,5.02,10,5.07,0.86,575.4,57.54,3.5,2.5,31,2.5,LT.-MED. OR.,2,,265.8,46.19,4.34,43.4,50.7,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2009-09-29,9.3,,1.53,6.13,10,5.22,0.94,726.8,72.68,3.8,3,24,0.1,ORANGE,3,,356.5,49.05,4.92,49.2,52.2,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2009-09-29,10,,1.78,5.62,10,5.58,0.94,896.5,89.65,3.8,4,33,0.3,ORANGE,3,,380.4,42.43,5.24,52.4,55.8,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1997-09-30,8.9,,1.91,4.66,10,5.05,0.98,626.1,62.61,3.5,3,32,1.4,MED.-BR. YEL.,2,,287.8,45.97,4.94,49.4,50.5,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1997-09-30,10.1,,1.24,8.14,10,5.23,0.93,679.2,67.92,3.5,2.5,32,3.4,MED.-BR. YEL.,2,,307.7,45.3,4.85,48.5,52.3,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2008-09-29,10.4,,1.16,9.02,10,5.16,0.97,662.8,66.28,3.6,2,33,5.9,PALE ORANGE,1,,275.3,41.54,4.99,49.9,51.6,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2008-09-29,9.5,,1.14,8.37,10,5.59,1.03,743.8,74.38,3.8,3,37,3.9,PALE ORANGE,1,,333.8,44.88,5.77,57.7,55.9,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1998-10-01,7.2,,1.61,4.46,10,5.18,0.78,581.2,58.12,4,1.9,27,0.8,BR. YEL.-OR.,2,,282.1,48.54,4.03,40.3,51.8,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1998-10-01,8.5,,1.76,4.83,10,4.73,0.81,461,46.1,4,1.8,25,0.2,BR. YEL.-OR.,2,,224.5,48.7,3.83,38.3,47.3,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1998-10-01,7.8,,1.67,4.68,10,5.32,0.85,685,68.5,4,2,33,1.4,BR. YEL.-OR.,2,,323,47.15,4.51,45.1,53.2,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1998-10-01,9.5,,1.49,6.42,10,4.45,0.84,403.4,40.34,3.8,2,23,4.1,LT.-MED. OR.,2,,174.8,43.33,3.73,37.3,44.5,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1998-10-01,9.2,,2.2,4.19,10,5.01,0.94,599.8,59.98,3.7,2.5,25,1,MED. ORANGE,3,,246.6,41.11,4.71,47.1,50.1,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2007-10-01,9.3,,1.58,5.87,10,5.61,1.02,822.8,82.28,4,3.5,28,4.2,ORANGE,3,,339.7,41.29,5.74,57.4,56.1,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2007-10-01,9.8,,1.67,5.83,10,5.33,1.02,715.4,71.54,4,4,26,8.6,ORANGE,3,,264.7,37,5.43,54.3,53.3,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2006-10-02,12.8,,2.16,5.92,10,5.69,0.88,816.1,81.61,3.5,4,39,0.5,ORANGE,3,,394.4,48.33,5,50,56.9,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2006-10-02,12.9,,1.74,7.4,10,5.63,0.88,780.7,78.07,3.5,4,33,0,ORANGE,3,,349.5,44.77,4.96,49.6,56.3,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1996-10-01,10.9,,1.46,7.49,10,5.43,0.9,749.9,74.99,4,2.5,28,7,MED. ORANGE,3,,335.6,44.75,4.88,48.8,54.3,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,1996-10-01,10.8,,1.5,7.26,10,5.33,0.89,702.9,70.29,4,2.5,36,6.1,MED. ORANGE,3,,289.9,41.24,4.75,47.5,53.3,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2006-10-02,11.6,,1.57,7.37,10,5.7,0.88,825.4,82.54,4,4,41,3.5,MOSTLY OR.,3,,354.8,42.99,5.01,50.1,57,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2006-10-02,11.9,,1.88,6.34,10,5.95,0.87,919.4,91.94,3.5,3.5,38,2,ORANGE,3,,427.1,46.45,5.18,51.8,59.5,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1997-10-03,7.9,,1.23,6.37,10,6,0.88,981.7,98.17,3.5,2.5,32,0.1,MED. ORANGE,3,,489.3,49.84,5.26,52.6,60,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1997-10-03,8.3,,0.95,8.77,10,6.99,0.82,1410.8,141.08,3.5,3,45,0,MED. ORANGE,3,,645.2,45.73,5.71,57.1,69.9,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1996-10-02,8.5,,1.17,7.25,10,5.97,0.9,980.5,98.05,3.5,2.5,32,1.4,MED. ORANGE,3,,474.9,48.43,5.35,53.5,59.7,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1996-10-02,8.3,,1.23,6.76,10,5.98,0.92,987.5,98.75,3.5,2.5,42,0.6,MED. ORANGE,3,,434.7,44.02,5.48,54.8,59.8,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1997-10-03,8,,0.69,11.55,9,6.93,0.95,1454.3,161.59,3.5,3,32,0.78,MED. ORANGE,3,,699.9,48.13,6.56,59,62.4,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1997-10-03,7.9,,1.23,6.43,9,6.51,0.92,1136.9,126.32,3.5,3,36,2,YEL. ORANGE,YEL. 3,,557.8,49.06,6.01,54.1,58.6,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2005-10-03,10.8,,1.17,9.29,10,4.83,0.88,512.1,51.21,3,3.5,29,3.8,BR. ORANGE,2,,210.3,41.07,4.27,42.7,48.3,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2005-10-03,10.2,,1.35,7.57,10,4.91,0.9,527.4,52.74,3,3.5,33,2.7,BR. ORANGE,2,,406.3,77.04,4.42,44.2,49.1,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,2005-10-04,8.7,,1.05,8.26,10,6.45,0.71,984.2,98.42,4.5,2,29,0,BR. ORANGE,2,,444.2,45.13,4.55,45.5,64.5,277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2005-10-06,11.7,,2.13,5.49,10,5.16,0.86,628.3,62.83,3.5,3,34,0.5,BR. ORANGE,2,,315.4,50.2,4.43,44.3,51.6,279,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,2005-10-06,11.4,,2.07,5.53,10,5,0.85,561.5,56.15,3.5,3,29,0.5,BR. ORANGE,2,,285.6,50.86,4.26,42.6,50,279,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1999-10-07,8.2,,1.5,5.51,10,5.37,0.79,675.2,67.52,4,3,25,0,MED. ORANGE,3,,315.1,46.67,4.22,42.2,53.7,280,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1999-10-07,8.2,,2.68,3.05,10,5.1,0.87,619.4,61.94,4,3,29,0,LT.-MED. OR.,2,,259.4,41.88,4.43,44.3,51,280,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Irvine,1999-10-07,8.9,,1.58,5.65,5,5.36,0.8,336.4,67.28,4,3,12,0,MED.-BRT. OR,2,,156.8,46.61,4.3,21.5,26.8,280,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2001-10-08,10.7,,1.35,7.86,10,4.84,0.88,511.4,51.14,3.5,2,28,1.8,MED. ORANGE,3,,277.6,54.28,4.27,42.7,48.4,281,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2000-10-08,9.7,,1.64,5.9,10,4.98,0.94,570.8,57.08,3.2,3.5,32,0.2,LT. ORANGE,2,,253.2,44.36,4.68,46.8,49.8,282,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1995-10-11,11.1,,1.62,6.84,10,5.81,0.86,921.8,92.18,4.5,2.5,28,0.1,LT.-BR.-OR.,2,,462.8,50.21,4.99,49.9,58.1,284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1995-10-11,11.2,,1.62,6.94,10,5.67,0.84,851.6,85.16,4.5,2.5,25,0,LT.-BR.-OR.,2,,447.7,52.57,4.75,47.5,56.7,284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1999-10-11,9.1,,1.85,4.94,10,5.43,0.91,781.4,78.14,3.5,4,34,0.3,MED. ORANGE,3,,348.7,44.63,4.92,49.2,54.3,284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1999-10-11,8.6,,1.64,5.29,10,5.44,0.93,781.9,78.19,3.5,4,34,0.3,MED. ORANGE,3,,358.8,45.89,5.04,50.4,54.4,284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Lindcove,1998-10-12,7.8,,1.81,4.29,10,6.13,0.9,1075.8,107.58,3.5,3.5,37,0.3,BR. ORANGE,2,,470.9,43.77,5.52,55.2,61.3,285,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OWARI,Riverside,2000-10-12,10.2,,1.01,10.15,10,5.08,0.87,593.9,59.39,4.2,2,25,3.6,MED.-BR. OR.,3,,277.5,46.73,4.42,44.2,50.8,286,N/A,N/A,N/A,N/A,N/A,N/A,N/A
