품종,지역,측정 날짜,평균 당도,씨앗,산도,당산비,과일 갯수,평균 너비,장폭비,무게,평균 무게,색상,질감,껍질 두께,평균 씨앗 수,내부색상,내부색상,,과즙 무게,과즙 비율,평균길이,길이,너비,줄리안 날짜,대목,수령,당도1,당도2,산도1,산도2,평균 산도 측정
China S-9,Riverside,2007-10-01,9.4,,1.03,9.07,10,6.16,0.94,1098.9,409.89,4.5,3,29,0.5,BR. ORANGE,2,,428.2,38.97,5.82,58.2,61.6,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2006-10-02,9.8,,1.27,7.7,10,6.48,1.06,1526,152.6,3,3,34,0,BR. ORANGE,2,,689.9,45.21,6.84,68.4,64.8,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2006-10-02,9,,1.12,8.06,10,7.76,0.9,2103,210.3,3,3,43,0,BR. ORANGE,2,,827,39.32,7,70,77.6,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2006-10-02,9.1,,0.86,10.52,10,6.29,0.82,1063.3,106.33,4.5,3,30,0.3,ORANGE,3,,571.9,53.79,5.15,51.5,62.9,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2006-10-02,9.8,,1.22,8.02,10,6.44,0.88,1184.4,118.44,4.5,3,36,0.5,ORANGE,3,,551.7,46.58,5.65,56.5,64.4,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2005-10-03,10.4,,0.92,11.4,10,6.14,0.84,964.6,96.46,8,3,30,0.3,BR. ORANGE,2,,460.2,47.71,5.13,51.3,61.4,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2005-10-03,10.1,,1.14,8.94,10,5.66,0.86,786.8,78.68,5,2.5,27,0.9,BR. ORANGE,2,,404.2,51.37,4.84,48.4,56.6,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2005-10-06,7.3,,1.03,7.07,10,5.83,0.93,941.7,94.17,4,3.5,26,0.4,ORANGE,3,,417.7,44.36,5.42,54.2,58.3,279,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2007-10-10,6.9,,0.8,8.54,10,7.16,0.98,1810.9,181.09,5,2,35,1.8,BR. ORANGE,2,,726.7,40.13,7.04,70.4,71.6,283,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2007-10-10,6.6,,0.64,10.38,10,7.06,0.95,1654.4,165.44,5.5,3,34,0,BR. ORANGE,2,,644.6,38.96,6.74,67.4,70.6,283,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2006-10-17,10.9,,0.95,11.44,10,6.94,0.9,1504.9,150.49,5,3.5,36,0,BR. ORANGE,2,,717.7,47.69,6.23,62.3,69.4,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2006-10-17,7.8,,0.81,9.59,10,8.35,0.94,2640.2,264.02,4,4,56,0,BR. ORANGE,2,,897.3,33.99,7.82,78.2,83.5,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2009-10-19,10.25,,0.86,11.91,10,7.08,0.9,1613.6,161.36,6.2,2.5,35,0.2,10 MED OR,3,,784.9,48.64,6.39,63.9,70.8,292,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2009-10-19,11.05,,0.79,14.13,10,6.56,0.92,1242.8,124.28,6.8,2,39,0.1,10 MED OR,3,,585,47.07,6.03,60.3,65.6,292,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2005-10-20,8.5,,0.97,8.79,10,6.44,0.91,1232.2,123.22,5,4.5,31,0.4,MED. ORANGE,3,,558,45.28,5.84,58.4,64.4,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2008-10-19,11.05,,0.69,15.84,10,5.73,0.91,833.5,83.35,5.9,1.5,34,0.6,10 MED OR,3,,371.4,44.56,5.21,52.1,57.3,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2008-10-19,9.3,,0.7,13.26,10,5.5,0.89,761.2,76.12,6.2,1,34,1.1,10 MED OR,3,,374.8,49.24,4.89,48.9,55,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2008-10-20,6.3,,0.5,12.59,10,7.93,0.89,2204,220.4,4.8,2,38,0.6,BR. ORANGE,2,,1041,47.23,7.09,70.9,79.3,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2008-10-20,10.6,,0.82,12.97,10,7.46,0.87,1767.1,176.71,6.3,2,39,0.3,BR. ORANGE,2,,655.4,37.09,6.46,64.6,74.6,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2008-10-20,9.6,,0.67,14.22,10,6.59,0.95,1218.7,121.87,5.2,2,31,1.5,ORANGE,3,,537.8,44.13,6.27,62.7,65.9,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2008-10-20,11.2,,0.72,15.39,10,6.21,0.96,1083.8,108.38,5.3,1.5,32,0.7,ORANGE,3,,486.8,44.92,5.99,59.9,62.1,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2007-10-22,11.5,,0.7,16.53,10,5.54,0.9,756,75.6,8,1.5,32,1.4,BR. ORANGE,2,,352.6,46.64,5,50,55.4,295,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2007-10-22,9,,0.56,16.14,10,6.15,0.94,1076.5,107.65,6,2,39,1.5,BR. ORANGE,2,,453.1,42.09,5.8,58,61.5,295,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2006-10-23,10.4,,0.9,11.65,10,6.09,0.8,1001.9,100.19,8,2,32,1.3,BR. ORANGE,2,,462,46.11,4.87,48.7,60.9,296,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2006-10-23,8.4,,0.85,9.92,10,7.06,0.84,1571.7,157.17,5.5,3,37,1.3,BR. ORANGE,2,,702.2,44.68,5.91,59.1,70.6,296,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2005-10-24,12.8,,1.05,12.29,10,6.17,0.82,941,94.1,10,3,32,0.8,BR. ORANGE,2,,435.4,46.27,5.03,50.3,61.7,297,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2005-10-24,10.9,,1.09,10.05,10,5.94,0.82,892.5,89.25,7,2,31,0.6,BR. ORANGE,2,,464.4,52.03,4.88,48.8,59.4,297,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2004-10-25,7.8,,0.82,9.48,10,7.84,0.96,2001.9,200.19,8,3,49,0.1,BR. ORANGE,2,,767.7,38.35,7.52,75.2,78.4,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2004-10-25,7.7,,0.8,9.62,10,8.2,0.94,2177.8,217.78,5.5,3,60,0.7,ORANGE,3,,801.4,36.8,7.72,77.2,82,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2007-10-29,10,,0.62,16.15,10,7.03,0.83,1542.3,154.23,6.5,3.5,35,0.4,BR. ORANGE,2,,548.8,35.58,5.8,58,70.3,302,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2007-10-29,8.4,,0.66,12.72,10,7.16,0.97,1566,156.6,6,3.5,40,0,ORANGE,3,,558.3,35.65,6.92,69.2,71.6,302,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2009-11-09,12.3,,0.76,16.16,10,5.57,0.9,774.6,77.46,7.5,3.5,39,1.2,10 MED OR,3,,329.5,42.54,5,50,55.7,313,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2009-11-09,12.05,,0.79,15.13,10,5.58,0.93,790.8,79.08,7.5,3,37,0.6,10 MED OR,3,,338.2,42.77,5.17,51.7,55.8,313,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2008-11-10,10.3,,0.59,17.51,10,6.84,0.87,1418.6,141.86,10.6,3,47,0.4,BR. ORANGE,2,,797.3,56.2,5.92,59.2,68.4,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2008-11-10,13.1,,0.75,17.32,10,7.87,0.92,2225.8,222.58,6.5,2.5,41,0.1,BR. ORANGE,2,,527.2,23.69,7.27,72.7,78.7,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2009-11-11,11.35,,0.74,15.2,10,7.36,0.94,1731.2,173.12,7.5,3,46,0.2,10 MED OR,3,,544.2,31.43,6.89,68.9,73.6,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2009-11-11,11.9,,0.79,15.03,10,7.01,0.94,1406.9,140.69,8,3.5,45,0.1,10 MED OR,3,,537.7,38.22,6.56,65.6,70.1,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2008-11-10,11.3,,0.65,17.37,10,6.93,0.93,1227.1,122.71,7.1,2,37,0.4,BR. ORANGE,2,,428.3,34.9,6.43,64.3,69.3,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2008-11-10,11.4,,0.66,17.38,10,3.8,1.73,1300.1,130.01,6.6,2.5,39,0.4,ORANGE,3,,423.6,32.58,6.59,65.9,38,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2006-11-13,9.4,,0.69,13.79,10,6.8,0.83,1263.8,126.38,7,3.5,22,0.4,BR. ORANGE,2,,534.1,42.26,5.65,56.5,68,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2006-11-13,8.7,,0.68,12.77,10,7.85,0.88,1878.6,187.86,6,3.5,35,0.6,BR. ORANGE,2,,817,43.49,6.91,69.1,78.5,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2007-11-13,13.2,,0.9,14.73,10,5.55,1.01,735,73.5,7,3,24,0.3,BR. ORANGE,2,,469.4,63.86,5.59,55.9,55.5,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2007-11-13,11.3,,0.84,13.47,10,6.43,0.98,1179,117.9,7,3,43,1.5,BR. ORANGE,2,,641.4,54.4,6.31,63.1,64.3,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2005-11-14,13.4,,0.94,17.26,10,6.35,0.83,1051.1,105.11,11,3,33,0.7,BR. ORANGE,2,,469.3,44.65,5.28,52.8,63.5,318,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2005-11-14,11.9,,0.78,18.01,10,7.1,0.83,1514.1,151.41,10,3,38,2.4,BR. ORANGE,2,,638.1,42.14,5.88,58.8,71,318,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2007-11-15,9.5,,0.59,16.09,10,8.11,1.04,2364.9,236.49,10.5,2.5,59,0.7,BR. ORANGE,2,,676.7,28.61,8.42,84.2,81.1,319,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2006-11-16,10.6,,0.65,16.4,10,8.35,0.85,2186.3,218.63,9,3.5,42,0.2,BR. ORANGE,2,,890,40.71,7.1,71,83.5,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2006-11-16,9.6,,0.58,16.52,10,8.69,0.85,2600.5,260.05,7,3,45,0.2,BR. ORANGE,2,,1039.9,39.99,7.35,73.5,86.9,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2004-11-15,9.6,,0.68,14.14,10,7.83,0.97,1988.8,198.88,11.5,3,52,0,BR. ORANGE,2,,769.6,38.7,7.57,75.7,78.3,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Riverside,2004-11-15,9.2,,0.65,14.15,10,7.96,0.98,2035,203.5,11,3,20,1,BR. ORANGE,2,,676,33.22,7.82,78.2,79.6,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-9,Lindcove,2005-11-18,9.4,,0.67,14.15,10,6.71,0.92,1314.7,131.47,10.5,2,37,0,BR. ORANGE,2,,583.5,44.3,6.18,61.8,67.1,322,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China S-11,Lindcove,2013-09-24,9.6,,1.25,7.67,10,5.97,1.02,1028.7,102.87,5,3,11,0.2,10 LT OR,2,,446.3,43.38,5.77,57.7,59.7,267,CZO,2,9.6,9.6,5.19,5.2,5.19
China S-11,Lindcove ,2013-09-24,8.45,,1.23,6.93,10,6.51,0.89,1346.6,134.66,3,4,16,0.4,10 LT OR,2,,559.2,41.53,6.12,61.2,65.1,267,C35,6,8.5,8.4,5.01,5.12,5.07
China S-11,Riverside,2009-09-25,8.05,,0.8,10.05,10,6.11,0.91,1002.1,100.21,4.1,2,37,0.1,10 MED OR,3,,427.4,42.65,5.56,55.6,61.1,268,CZO,2,8,8.1,3.26,3.31,3.29
China S-11,Riverside,2009-09-25,8.1,,0.99,8.18,10,6.46,0.88,1231,123.1,4,1.5,34,0,10 MED OR,3,,559.8,45.48,5.67,56.7,64.6,268,C-35,2,8.1,8.1,4.07,4.1,4.09
China S-11,Riverside ,2012-09-24,7.85,,1.2,6.6,10,5.62,0.91,847.8,84.78,4.3,3.5,14,0,10 MED OR,3,,395.7,46.67,5.09,50.9,56.2,268,CZO,5,7.9,7.8,4.89,4.97,4.93
China S-11,Riverside  ,2012-09-24,6.6,,0.87,7.59,10,5.46,1.07,1186.8,118.68,4.7,3.3,16,0,10 MED OR,3,,495.1,41.72,5.82,58.2,54.6,268,C-35,5,6.6,6.6,3.56,3.58,3.57
China S-11,Lindcove  ,2012-09-24,7.85,,1.42,5.55,10,6.68,0.95,1482.5,148.25,3.5,3.5,22,0.8,10 LT OR,2,,624,42.09,6.37,63.7,66.8,268,C35,5,7.9,7.8,5.97,5.77,5.87
China S-11,Riverside,2010-09-26,8,,1,7.99,10,6.36,0.9,1151.5,115.15,3.4,2,36,0.1,"2 LT OR, 8 MED OR",3,,484,42.03,5.71,57.1,63.6,269,CZO,3,8,8,4.2,4.06,4.13
China S-11,Riverside,2010-09-26,7.6,,0.97,7.87,10,7.12,0.87,1595,159.5,4.8,2,47,0.2,10 MED OR,3,,680.4,42.66,6.22,62.2,71.2,269,C-35,3,7.6,7.6,4.01,3.94,3.98
China S-11,Lindcove,2011-09-26,7.9,,1.25,6.33,10,6.7,0.95,1422.6,142.26,3.1,2.5,17,0.3,"4 LT OR, 6 OR",3,,697.4,49.02,6.34,63.4,67,269,C35,4,7.9,7.9,5.07,5.21,5.14
China S-11,Lindcove,2011-09-26,7.55,,1.79,4.24,10,6.82,0.99,1536.9,153.69,3,4,15,0,"9 LT OR, 1 OR",2,,766.7,49.89,6.74,67.4,68.2,269,CZO,5,7.6,7.5,7.46,7.3,7.38
China S-11,Lindcove,2011-09-26,8,,1.45,5.53,10,6.37,0.97,1254.4,125.44,3.3,2.5,10,0,"7 OR, 3 LT OR",3,,658.4,52.49,6.16,61.6,63.7,269,CZO,5,8,8,6.01,5.93,5.97
China S-11,Lindcove,2009-09-28,7.6,,0.71,10.78,10,5.1,0.93,642.2,64.22,3.6,1.5,25,0.4,10 LT OR,2,,323.1,50.31,4.72,47.2,51,271,CZO,3,7.6,7.6,2.9,2.91,2.9
China S-11,Lindcove,2009-09-28,5.7,,0.68,8.38,10,6.45,0.94,1230.1,123.01,3.3,2.5,36,0.3,"8 LT OR, 2 MED OR",2,,558.5,45.4,6.08,60.8,64.5,271,CZO,3,5.7,5.7,2.69,2.87,2.78
China S-11,Lindcove,2009-09-28,6.4,,0.8,7.96,5,7.62,0.95,1083.9,216.78,3,2.5,15,0,5 LT OR,2,,518.3,47.82,7.22,36.1,38.1,271,C35,2,6.4,6.4,3.39,3.2,3.3
China S-11,Riverside,2011-09-28,7.35,,1.17,6.33,10,6.95,0.93,1483.8,148.38,4,3,23,0,10 OR,3,,660.6,44.52,6.48,64.8,69.5,271,C-35,4,7.4,7.3,4.88,4.74,4.81
China S-11,Lindcove,2010-09-29,7.95,,1.14,7.03,10,6.7,0.96,1486.8,148.68,3.8,2,31,0.4,10 MED OR,3,,764.8,51.44,6.45,64.5,67,272,CZO,4,8,7.9,4.65,4.74,4.7
China S-11,Lindcove,2010-09-29,8.45,,1.35,6.22,10,7.6,0.94,1784,178.4,3.7,2.5,38,0,10 MED OR,3,,932.8,52.29,7.12,71.2,76,272,CZO,4,8.4,8.5,5.49,5.67,5.58
China S-11,Lindcove  ,2012-10-12,7.05,,0.96,7.4,10,6.3,0.92,1287.7,128.77,3,3,20,0.4,10 MED OR,3,,620.3,48.17,5.81,58.1,63,286,C35,5,7.1,7,4.28,3.6,3.94
China S-11,Riverside  ,2012-10-15,8.3,,0.99,8.4,10,6.03,0.86,974,97.4,5.3,3.1,14,0.1,10 MED OR,3,,434.5,44.61,5.2,52,60.3,289,CZO,5,8.3,8.3,4.09,4.07,4.08
China S-11,Riverside  ,2012-10-15,6.7,,0.73,9.17,10,6.45,0.89,1135.8,113.58,5.4,3.5,16,0.2,10 MED OR,3,,462.1,40.68,5.73,57.3,64.5,289,C-35,5,6.7,6.7,3.03,2.97,3
China S-11,Lindcove,2011-10-17,7.5,,1.07,7.07,10,6.62,0.91,1386.1,138.61,4,2.5,15,0,10 MED OR,3,,748.7,54.01,6.04,60.4,66.2,290,C35,4,7.6,7.4,4.52,4.32,4.42
China S-11,Lindcove,2011-10-17,7,,1.1,6.39,10,7.33,0.97,1860.1,186.01,4,3,13,0.2,10 MED OR,3,,955.9,51.39,7.14,71.4,73.3,290,CZO,5,7,7,4.58,4.43,4.5
China S-11,Lindcove,2011-10-17,7.65,,0.9,8.45,10,6.65,0.95,1405.2,140.52,5,2,17,0.1,10 MED OR,3,,741.1,52.74,6.3,63,66.5,290,CZO,5,7.6,7.7,3.67,3.73,3.7
China S-11,Lindcove ,2013-10-18,8.75,,0.85,10.34,10,6.45,0.95,1340.3,134.03,6,3,10,0.6,10 MED OR,3,,613.4,45.77,6.05,60.5,64.5,291,CZO,2,8.8,8.7,3.57,3.47,3.52
China S-11,Lindcove ,2013-10-18,9,,0.9,10.03,10,6.82,0.89,1517.8,151.78,5,3,18,0.6,10 MED OR,3,,647.5,42.66,6.33,63.3,68.2,291,C35,6,9,9,3.64,3.8,3.72
China S-11,Lindcove,2009-10-19,8.3,,0.65,12.83,10,6.95,0.92,1583.4,158.34,5.6,3,35,0.3,10 MED OR,3,,677.1,42.76,6.39,63.9,69.5,292,CZO,3,8.3,8.3,2.72,2.62,2.67
China S-11,Lindcove,2009-10-19,8.15,,0.75,10.9,10,7.92,0.93,2232.8,223.28,5,2.5,45,0.25,10 MED OR,3,,805.1,36.06,7.38,73.8,79.2,292,C35,2,8.2,8.1,3.15,3.06,3.1
China S-11,Riverside,2009-10-19,8.05,,0.95,8.51,5,6.08,0.96,495.2,99.04,4.7,3.5,22,0,5 MED OR,3,,167.1,33.74,5.86,29.3,30.4,292,CZO,2,8.1,8,3.83,4.02,3.93
China S-11,Riverside,2009-10-19,8.35,,0.75,11.17,5,6.86,0.87,696,139.2,7.5,2.5,20,0.2,5 MED OR,3,,307.8,44.22,6,30,34.3,292,C-35,2,8.4,8.3,3.11,3.1,3.11
China S-11,Riverside  ,2012-11-05,8.1,,0.93,8.73,10,6,0.9,933.3,93.33,10.2,4,17,0,10 MED OR,3,,330.6,35.42,6.08,53.8,60,310,CZO,5,8.1,8.1,3.76,3.89,3.83
China S-11,Riverside ,2012-11-05,5.15,,0.78,6.66,10,6.87,0.89,1270.5,127.05,10,4,22,0,10 MED OR,3,,402.3,31.66,6.37,60.8,68.7,310,C-35,5,5.2,5.1,3.37,2.99,3.18
China S-11,Lindcove  ,2012-11-05,5.6,,0.85,6.57,10,6.82,0.9,1537.3,153.73,6,3,17,0,10 MED OR,3,,664.5,40.35,6.12,61.2,68.2,310,C35,5,5.6,5.6,3.49,3.47,3.48
China S-11,Riverside,2009-11-09,9.85,,0.99,9.98,10,5.5,0.92,906.7,90.67,3.8,1,20,0,"8 MED OR, 2 LT OR",3,,399.4,44.05,5.07,50.7,55,313,CZO,2,9.9,9.8,4.17,4.08,4.12
China S-11,Riverside,2009-11-09,9.35,,0.7,13.4,10,5.41,0.9,786.9,78.69,4.2,1.5,25,0,"9 MED OR, 1 LT OR",3,,358.1,45.51,4.86,48.6,54.1,313,C-35,2,9.4,9.3,2.87,2.95,2.91
China S-11,Lindcove,2011-11-10,7.85,,0.75,10.42,10,7.39,0.89,1773.1,177.31,5.7,3,40,0.4,10 MED OR,3,,723.9,40.83,6.56,65.6,73.9,314,C35,4,7.8,7.9,3.04,3.14,3.09
China S-11,Lindcove,2011-11-10,7.7,,0.79,9.76,10,7.83,0.96,2153.5,215.35,4.1,4,33,0.1,10 MED OR,3,,916.4,42.55,7.53,75.3,78.3,314,CZO,5,7.7,7.7,3.25,3.26,3.25
China S-11,Lindcove,2011-11-10,9.6,,0.72,13.29,10,6.86,0.89,1481.8,148.18,6.8,3,32,0.1,10 MED OR,3,,638.7,43.1,6.11,61.1,68.6,314,CZO,5,9.6,9.6,3.02,2.98,3
China S-11,Lindcove ,2013-11-11,12.1,,0.82,14.84,10,6.4,0.99,1251.7,125.17,12,4,14,0.2,10 MED OR,3,,507.3,51.73,6.44,64.4,64,315,CZO,2,12.1,12.1,3.49,3.34,3.42
China S-11,Lindcove ,2013-11-11,9.4,,0.73,12.83,10,7.2,0.89,1711,171.1,12,3,30,0.6,10 MED OR,3,,565.1,29.65,6.8,68,72,315,C35,6,9.4,9.4,3.12,2.95,3.04
China S-12,Riverside,2014-09-19,7.1,,1.73,4.1,10,6.59,0.9,1311.5,131.15,3.5,4.5,47,4.3,"2 LT OR, 8 V LT OT",2,,708.3,54.01,5.94,59.4,65.9,262,CZO,7,7.1,7.1,7.22,7.03,7.12
China S-12,Riverside,2014-09-19,8.1,,1.59,5.09,10,7.22,0.79,1501.7,150.17,4,4,49,3.9,"2 LT OR, 8 V LT OT",2,,566.1,37.7,5.72,57.2,72.2,262,C35,7,8.1,8.1,6.6,6.54,6.57
China S-12,Lindcove,2014-09-23,7.75,,1.66,4.64,10,6.78,0.96,1419.4,141.94,3,5.5,51,0.1,"2 GR OR, 8 LT OR",2,,562.4,39.62,6.52,65.2,67.8,266,CZO,7,7.7,7.8,6.88,6.78,6.83
China S-12,Lindcove,2014-09-23,7.3,,1.53,4.76,10,7.45,1,1904.3,190.43,3,7,74,0.7,"8 GR OR, 2 LT OR",1,,599.3,31.47,7.44,74.4,74.5,266,C35,7,7.3,7.3,6.33,6.29,6.31
China S-12,Lindcove,2013-09-24,7.35,,1.66,4.41,10,6.68,1.01,1440.9,144.09,3,6,32,2.5,10 LT OR,2,,563.3,39.09,6.74,65.2,66.8,267,CZO,6,7.3,7.4,6.6,7.02,6.81
China S-12,Lindcove,2013-09-24,7.4,,1.59,4.67,10,6.94,0.94,1567.6,156.76,4,5,36,2.4,10 LT OR,2,,542.5,34.61,6.52,67.3,69.4,267,C35,6,7.4,7.4,6.76,6.28,6.52
China S-12,Riverside,2012-09-24,7.65,,1.45,5.25,10,6.03,0.87,973.1,97.31,3.2,3.1,27,0.1,10 MED OR,3,,406.3,41.75,5.25,52.5,60.3,268,CZO,5,7.6,7.7,6.04,5.89,5.96
China S-12,Riverside,2012-09-24,7.05,,1.87,3.75,10,5.78,0.86,823.5,82.35,3,3.5,27,2.1,10 MED OR,3,,339.8,41.26,4.97,49.7,57.8,268,C-35,5,7,7.1,7.74,7.59,7.67
China S-12,Lindcove,2012-09-24,6.5,,1.74,3.74,10,6.3,0.96,1187.6,118.76,3,4,30,2.2,10 V LT OR,2,,434.7,36.6,6.05,60.5,63,268,CZO,5,6.5,6.5,6.96,7.3,7.13
China S-12,Riverside,2010-09-26,7.4,,1.19,6.21,10,6.18,0.93,1077.5,107.75,3,3.5,45,0.9,"8 VLT OR, 2 GR OR",2,,456.4,42.36,5.73,57.3,61.8,269,CZO,3,7.4,7.4,4.91,4.9,4.91
China S-12,Riverside,2010-09-26,7.6,,1.28,5.94,10,6.32,0.88,1091.2,109.12,3.4,3.5,44,0.8,"3 VLT OR, 6 LT OR, 1 MED OR",2,,471.2,43.18,5.56,55.6,63.2,269,C-35,3,7.6,7.6,5.28,5.27,5.27
China S-12,Lindcove,2011-09-26,6.75,,1.05,6.47,10,5.91,0.94,998,99.8,3,3.5,22,0.1,10 OR,3,,423,42.38,5.54,55.4,59.1,269,CZO,4,6.8,6.7,4.37,4.26,4.32
China S-12,Riverside,2013-09-26,7.9,,1.71,4.61,5,6.56,0.98,633.5,126.7,3,4,11,1.2,"4 MED OR, 1 LT OR",3,,284.2,44.86,6.42,32.1,32.8,269,CZO,6,7.9,7.9,7.21,6.91,7.06
China S-12,Riverside,2011-09-28,8.3,,1.5,5.53,10,6.32,0.88,1104.4,110.44,4,3.5,29,0.4,"2 OR, 3 LT OR, 5 V LT OR",2,,493.5,44.68,5.57,55.7,63.2,271,CZO,4,8.3,8.3,6.23,6.16,6.19
China S-12,Lindcove,2010-09-29,7.85,,2,3.95,10,6.02,0.97,1049.7,104.97,3.7,3.5,45,1,"2 MED OR, 4 LT OR, 4 VLT OR",2,,410.3,39.09,5.83,58.3,60.2,272,CZO,4,7.9,7.8,8.24,8.24,8.24
China S-12,Lindcove,2010-09-29,8,,1.9,4.21,10,6.04,0.95,1074.6,107.46,3.2,3.5,39,0.1,"2 MED OR, 8 LT OR",2,,442,41.13,5.75,57.5,60.4,272,CZO,4,8,8,7.77,7.93,7.85
China S-12,Lindcove ,2012-10-12,6.9,,1.23,5.6,10,7.45,0.9,1273.4,127.34,3,6,35,1,10 MED OR,3,,670.1,52.62,6.73,67.3,74.5,286,CZO,5,6.9,6.9,5.1,5.03,5.06
China S-12,Lindcove,2012-10-12,7.55,,1.63,4.66,7,7.71,0.94,1065.9,152.27,3.5,7.5,28,0.57,7 MED OR,3,,491,46.06,7.23,50.6,54,286,C35,5,7.6,7.5,6.64,6.77,6.71
China S-12,Lindcove ,2014-10-13,7.6,,1.03,7.37,10,7.02,0.94,1555.4,155.54,3.5,5,50,0.2,10 MED OR,3,,668.1,42.95,6.58,65.8,70.2,286,CZO,7,7.6,7.6,4.26,4.23,4.25
China S-12,Lindcove,2014-10-13,7.15,,0.93,7.7,10,7.37,0.85,1743.1,174.31,4,4,42,0.3,10 MED OR,3,,732.4,42.02,6.25,62.5,73.7,286,C35,7,7.2,7.1,3.81,3.87,3.84
China S-12,Riverside,2014-10-14,7.55,,0.97,7.85,10,6.67,0.84,1281.1,128.11,4.5,3,42,2.6,"8 MED OR, 2 LT OR",3,,520,40.59,5.63,56.3,66.7,287,CZO,7,7.6,7.5,4.04,3.93,3.99
China S-12,Riverside,2014-10-14,8.4,,1.16,7.26,10,7.53,0.79,1664.6,166.46,5,5,39,5.8,10 MED OR,3,,644.1,38.69,5.96,59.6,75.3,287,C35,7,8.4,8.4,4.77,4.78,4.78
China S-12,Riverside ,2012-10-15,7.9,,1.06,7.46,10,6.41,0.86,1168.5,116.85,3.4,3.4,23,0.7,10 MED OR,3,,514.6,44.04,5.51,55.1,64.1,289,CZO,5,7.9,7.9,4.43,4.3,4.37
China S-12,Riverside,2012-10-15,7.55,,1.35,5.62,10,5.94,0.84,907.4,90.74,3.5,3.6,22,1,10 MED OR,3,,377.7,41.62,4.99,49.9,59.4,289,C-35,5,7.6,7.5,5.67,5.47,5.57
